keys,fr,en
TRIG_ONDEATHRAGE_NAME,"Mort-rage","Death Rage"
TRIG_ONDEATHRAGE_DESC,"Se déclenche une seule fois, quand ce serviteur passe sous 50% de ses HP maximum.","Triggers once, when this minion drops below 50% of its maximum HP."
TRIG_ONAURA_NAME,"Présence","Presence"
TRIG_ONAURA_DESC,"Effet passif continu actif tant que l'enchantement est en jeu.","Continuous passive effect while the enchantment is in play."
TRIG_ONSUMMON_NAME,"Renfort","Reinforcement"
TRIG_ONSUMMON_DESC,"Déclenché chaque fois qu'un serviteur allié arrive sur le champ de bataille.","Triggers whenever an allied minion arrives on the battlefield."
TRIG_ONRESONANCE_NAME,"Résonance","Resonance"
TRIG_ONRESONANCE_DESC,"Déclenché quand un serviteur allié attaque.","Triggers when an allied minion attacks."
TRIG_ONSELFDAMAGE_NAME,"Sacrifice du sang","Blood Toll"
TRIG_ONSELFDAMAGE_DESC,"Déclenché quand ton héros perd des HP à cause d'une de tes propres cartes.","Triggers when your hero loses HP because of one of your own cards."
TRIG_ONMUTATION_NAME,"Mutation","Mutation"
TRIG_ONMUTATION_DESC,"Déclenché quand un serviteur allié Abomination gagne une mutation.","Triggers when an allied Abomination minion gains a mutation."
TRIG_ONDEVORATION_NAME,"Dévoration","Devour"
TRIG_ONDEVORATION_DESC,"Déclenché quand n'importe quel serviteur, allié ou ennemi, meurt en jeu.","Triggers when any minion, allied or enemy, dies in play."
RITUAL_CHARGES_NAME,"Charges","Charges"
RITUAL_CHARGES_DESC,"Nombre de fois où ce rituel peut se déclencher avant d'être détruit. Chaque charge n'est consommée que lorsque son effet s'active réellement.","Number of times this ritual can trigger before being destroyed. Each charge is only consumed when its effect actually activates."
RACE_UNDEAD,"Mort-Vivant","Undead"
RACE_HUMAN,"Humain","Human"
RACE_ELF,"Elfe","Elf"
RACE_DWARF,"Nain","Dwarf"
RACE_DEMON,"Démon","Demon"
RACE_ABOMINATION,"Abomination","Abomination"
MANA_TEMPORARY,"Mana temporaire","Temporary mana"
GLOSSARY_TITLE,"Glossaire des mots-clés","Keyword glossary"
GLOSSARY_SECTION_COMMON,"Mots-clés communs","Common keywords"
GLOSSARY_SECTION_TRIGGERS,"Déclencheurs","Triggers"
EFF_FREEZE_NAME,"Gel","Freeze"
EFF_FREEZE_DESC,"Empêche un serviteur d'attaquer.","Prevents a minion from attacking."
EFF_INFECT_NAME,"Infection","Infection"
EFF_INFECT_ENEMY_DESC,"Inflige 1 dégât chaque tour.","Deals 1 damage each turn."
EFF_INFECT_ADJ_DESC,"Inflige l'Infection à un serviteur ennemi adjacent.","Inflicts Infection on an adjacent enemy minion."
EFF_TRANSFORM_NAME,"Transformation","Transformation"
EFF_TRANSFORM_DESC,"Transforme un serviteur en une autre créature.","Transforms a minion into another creature."
ACTIVE_MODIFIERS_TITLE,"Modificateurs actifs","Active modifiers"
EFF_SILENCE_NAME,"Silence","Silence"
EFF_SILENCE_DESC,"Retire les mots-clés et effets.","Removes keywords and effects."
EFF_STEAL_NAME,"Vol de serviteur","Mind Control"
EFF_STEAL_DESC,"Prend le contrôle d'un serviteur ennemi.","Takes control of an enemy minion."
EFF_CORRUPT_NAME,"Corruption","Corruption"
EFF_CORRUPT_DESC,"La cible perd 1 ATK de façon permanente (cumulable).","The target permanently loses 1 ATK (stackable)."
EFF_STEAL_DESTROY_DESC,"Prend le contrôle d'un serviteur ennemi jusqu'à la fin du tour, puis le détruit.","Takes control of an enemy minion until end of turn, then destroys it."
STATUS_INFECTED_NAME,"Infecté","Infected"
STATUS_INFECTED_DESC,"Subit %d point(s) de dégâts au début du tour adverse (cumulable, une marque = 1 dégât).","Takes %d damage at the start of the enemy turn (stacks, one mark = 1 damage)."
STATUS_FROZEN_NAME,"Gelé","Frozen"
STATUS_FROZEN_DESC,"Ne peut pas attaquer pendant encore %d tour(s).","Cannot attack for %d more turn(s)."
STATUS_TERROR_NAME,"Terrifié","Terrified"
STATUS_TERROR_DESC,"Ne peut pas attaquer pendant encore %d tour(s).","Cannot attack for %d more turn(s)."
STATUS_CORRUPTED_NAME,"Corrompu","Corrupted"
STATUS_CORRUPTED_DESC,"Perd %d ATK de façon permanente.","Permanently loses %d ATK."
ui.back,"← Retour","← Back"
ui.ok,"OK","OK"
deck.title,"Constructeur de Deck","Deck Builder"
deck.search,"Rechercher une carte...","Search a card..."
deck.name_placeholder,"Nom du deck...","Deck name..."
deck.default_name,"Nouveau Deck","New Deck"
deck.save,"Sauvegarder le deck","Save deck"
deck.count_format,"%d cartes jouables (min %d)","%d playable cards (min %d)"
deck.resource_count_format,"%d cartes-ressource (min %d)","%d resource cards (min %d)"
deck.warning_missing_resource,"Il manque des cartes-ressource : ajoutez au moins %d carte(s)-ressource de %s pour pouvoir jouer vos cartes de cette race.","Missing resource cards: add at least %d resource card(s) of %s to be able to play your cards of that race."
deck.warning_unused_resource,"Vous avez des cartes-ressource de %s mais aucune carte de cette race dans le deck.","You have resource cards of %s but no card of that race in the deck."
deck.warning_unowned_cards,"Il manque %d carte(s) que vous ne possédez pas : ce deck ne peut pas être joué tant qu'elles ne sont pas achetées.","Missing %d card(s) you don't own: this deck can't be played until they're purchased."
deck.saved_but_unplayable,"Deck sauvegardé, mais il contient des cartes que vous ne possédez pas — il ne sera pas jouable tant qu'elles ne sont pas achetées.","Deck saved, but it contains cards you don't own — it won't be playable until they're purchased."
deck.buy_missing_button,"Acheter les cartes manquantes (%d)","Buy missing cards (%d)"
deck.buy_missing_none,"Aucune carte manquante à acheter","No missing cards to buy"
deck.buy_missing_error,"Achat des cartes manquantes interrompu (solde insuffisant ou erreur réseau).","Buying missing cards was interrupted (insufficient balance or network error)."
deck.unsaved_changes_text,"Vous quittez le constructeur de deck mais vous n'avez pas sauvegardé. Voulez-vous sauvegarder ?","You're leaving the deck builder but haven't saved. Do you want to save?"
deck.unsaved_changes_save,"Sauvegarder","Save"
deck.unsaved_changes_discard,"Quitter sans sauvegarder","Leave without saving"
deck.filter_race,"Race :","Race:"
deck.filter_type,"Type :","Type:"
deck.filter_rarity,"Rareté :","Rarity:"
deck.filter_cost,"Coût :","Cost:"
deck.filter_all,"Tous","All"
deck.filter_keyword,"Mot-clé :","Keyword:"
deck.max_copies_reached,"Nombre d'exemplaires maximum atteint","Maximum number of copies reached"
deck.card_locked,"Carte non débloquée","Card not unlocked"
deck.buy_button,"Acheter (%d)","Buy (%d)"
deck.buy_error,"Achat impossible (solde insuffisant ou erreur réseau).","Purchase failed (insufficient balance or network error)."
deck.stock_format,"%d/%d","%d/%d"
deck.filter_hide_locked,"Cacher les cartes non débloquées","Hide locked cards"
deck.sort_label,"Trier :","Sort:"
deck.sort_default,"Par défaut","Default"
deck.sort_cost,"Coût","Cost"
deck.sort_name,"Nom","Name"
deck.sort_rarity,"Rareté","Rarity"
deck.stats_avg_cost,"Coût moyen : %.1f","Avg cost: %.1f"
deck.stats_curve_title,"Courbe de mana","Mana curve"
deck.stats_types_title,"Répartition","Breakdown"
deck.export,"Exporter","Export"
deck.import,"Importer","Import"
deck.export_title,"Code du deck","Deck code"
deck.export_hint,"Code copié dans le presse-papiers. Partage-le pour que quelqu'un d'autre importe ce deck.","Code copied to clipboard. Share it so someone else can import this deck."
deck.import_title,"Importer un deck","Import a deck"
deck.import_hint,"Colle un code de deck ci-dessous.","Paste a deck code below."
deck.import_error,"Code de deck invalide.","Invalid deck code."
cardtype.minion,"Serviteur","Minion"
cardtype.instant,"Incantation","Instant"
cardtype.ritual,"Rituel","Ritual"
cardtype.enchantment,"Enchantement","Enchantment"
cardtype.resource,"Ressource","Resource"
decklist.title,"Mes Decks","My Decks"
decklist.subtitle,"Choisis le deck qui t'accompagnera au combat","Choose the deck that will join you in battle"
decklist.create,"+ Nouveau Deck","+ New Deck"
decklist.active,"Actif","Active"
decklist.select,"Choisir","Select"
decklist.edit,"Éditer","Edit"
decklist.duplicate,"Dupliquer","Duplicate"
decklist.copy_suffix," (copie)"," (copy)"
decklist.import,"Importer","Import"
decklist.empty,"Vous n'avez encore aucun deck. Créez-en un pour commencer !","You don't have any decks yet. Create one to get started!"
graveyard.count_format,"Cimetière (%d)","Graveyard (%d)"
deck_view.count_format,"Pioche restante (%d)","Remaining deck (%d)"
deck_view.card_count_badge,"x%d","x%d"
battle.end_turn,"Fin du tour","End turn"
battle.enemy_turn,"Tour adverse...","Enemy turn..."
battle.turn_player,"À vous de jouer","Your turn"
battle.turn_enemy,"Tour adverse","Enemy turn"
battle.gameover.victory,"Victoire !","Victory!"
battle.gameover.victory_sub,"Le héros ennemi a été terrassé.","The enemy hero has been slain."
battle.gameover.defeat,"Défaite...","Defeat..."
battle.gameover.defeat_sub,"Ton héros a succombé.","Your hero has fallen."
battle.reconnect.waiting,"Adversaire déconnecté. Reconnexion en cours... %ds","Opponent disconnected. Reconnecting... %ds"
battle.gameover.disconnect,"Adversaire déconnecté","Opponent disconnected"
battle.gameover.disconnect_sub,"Ton adversaire a quitté la partie.","Your opponent left the match."
battle.gameover.replay,"Rejouer","Play again"
battle.gameover.menu,"Menu principal","Main menu"
battle.gameover.reward,"+%d monnaie gagnée","+%d currency earned"
battle.log.title,"Journal de combat","Combat log"
loading.cards,"Chargement des cartes...","Loading cards..."
loading.profile,"Chargement du profil...","Loading profile..."
enchant.charges_one,"%d charge","%d charge"
enchant.charges_many,"%d charges","%d charges"
"Aegis de l'Empire","Aegis de l'Empire","Empire's Aegis"
"Présence : Vos serviteurs Humains en rangée Avant sont immunisés à l'Infection.
Les marqueurs Infection déjà présents sont retirés à la fin de chaque tour.","Présence : Vos serviteurs Humains en rangée Avant sont immunisés à l'Infection.
Les marqueurs Infection déjà présents sont retirés à la fin de chaque tour.","Presence: Your Human minions in the Front row are immune to Infection.
Existing Infection markers are removed at the end of each turn."
"L'Empire ne cède pas à la pourriture. Ce n'est pas de l'orgueil. C'est de l'obstination.","L'Empire ne cède pas à la pourriture. Ce n'est pas de l'orgueil. C'est de l'obstination.","The Empire does not yield to rot. It is not pride. It is stubbornness."
"Apocalypse Zombie","Apocalypse Zombie","Zombie Apocalypse"
"Arrivée : Transforme tous les serviteurs adverses en jeu en Zombies 1/1 sous votre contrôle.","Arrivée : Transforme tous les serviteurs adverses en jeu en Zombies 1/1 sous votre contrôle.","Arrival: Transform all enemy minions in play into 1/1 Zombies under your control."
"Ce n'était pas une invasion. C'était une conversion.","Ce n'était pas une invasion. C'était une conversion.","It was not an invasion. It was a conversion."
"Appel aux Armes","Appel aux Armes","Call to Arms"
"Invoque 2 Miliciens du Bourg 2/1 en rangée Avant.
Si votre rangée Avant est vide : Invoque 3 Miliciens du Bourg à la place.","Invoque 2 Miliciens du Bourg 2/1 en rangée Avant.
Si votre rangée Avant est vide : Invoque 3 Miliciens du Bourg à la place.","Summon 2 Town Militia 2/1 in the Front row.
If your Front row is empty: Summon 3 Town Militia instead."
"Quand la ligne est vide, ceux qui restent n'ont plus à réfléchir. Ils avancent.","Quand la ligne est vide, ceux qui restent n'ont plus à réfléchir. Ils avancent.","When the line is empty, those who remain no longer have to think. They advance."
"Archer d'Élite","Archer d'Élite","Elite Archer"
"INFILTRATION","INFILTRATION","INFILTRATION"
"La rangée Avant n'est pas un obstacle. C'est un couloir.","La rangée Avant n'est pas un obstacle. C'est un couloir.","The Front row is not an obstacle. It is a corridor."
"Archer de Guet","Archer de Guet","Watchtower Archer"
"Éveil : Inflige 1 dégât à un serviteur ennemi aléatoire en rangée Avant.","Éveil : Inflige 1 dégât à un serviteur ennemi aléatoire en rangée Avant.","Awakening: Deal 1 damage to a random enemy minion in the Front row."
"Il ne rate pas. Il attend juste le bon moment.","Il ne rate pas. Il attend juste le bon moment.","He does not miss. He simply waits for the right moment."
"Architecte de la Horde","Architecte de la Horde","Horde Architect"
"Il ne construit pas d'armée. Il la sécrète.","Il ne construit pas d'armée. Il la sécrète.","He does not build an army. He secretes one."
"Arrivée de Masse","Arrivée de Masse","Mass Arrival"
"Éveil : Invoque un Mort-Vivant aléatoire de coût ≤4.","Éveil : Invoque un Mort-Vivant aléatoire de coût ≤4.","Awakening: Summon a random Undead of cost ≤4."
"Il n'a pas ouvert une porte. Il a retiré le mur.","Il n'a pas ouvert une porte. Il a retiré le mur.","He did not open a door. He removed the wall."
"Assassin Décharné","Assassin Décharné","Gaunt Assassin"
"INFILTRATION
Ne peut pas être ciblé par les sorts ennemis jusqu'à sa première attaque.","INFILTRATION
Ne peut pas être ciblé par les sorts ennemis jusqu'à sa première attaque.","INFILTRATION
Cannot be targeted by enemy spells until its first attack."
"On ne le voit pas venir. On ne le voit que partir.","On ne le voit pas venir. On ne le voit que partir.","You never see him coming. You only see him leave."
"Aura de Décrépitude","Aura de Décrépitude","Aura of Decrepitude"
"Résonance : Ce serviteur Mort-Vivant attaquant gagne +1/+0 de façon permanente.","Résonance : Ce serviteur Mort-Vivant attaquant gagne +1/+0 de façon permanente.","Resonance: This attacking Undead minion permanently gains +1/+0."
"La décrépitude n'est pas une faiblesse. C'est une accumulation.","La décrépitude n'est pas une faiblesse. C'est une accumulation.","Decrepitude is not a weakness. It is an accumulation."
"Autel des Damnés","Autel des Damnés","Altar of the Damned"
"Deuil : Piochez 1 carte. (Une seule fois par tour.)","Deuil : Piochez 1 carte. (Une seule fois par tour.)","Mourning: Draw 1 card. (Once per turn.)"
"Chaque mort nourrit l'autel. L'autel, lui, ne se souvient d'aucun nom.","Chaque mort nourrit l'autel. L'autel, lui, ne se souvient d'aucun nom.","Each death feeds the altar. The altar remembers no names."
"Bannière du Roi","Bannière du Roi","King's Banner"
"Éveil : Si vous avez un Humain Légendaire en jeu, invoque un Fantassin Aguerri 2/2 en rangée Avant.","Éveil : Si vous avez un Humain Légendaire en jeu, invoque un Fantassin Aguerri 2/2 en rangée Avant.","Awakening: If you have a Legendary Human in play, summon a Seasoned Footman 2/2 in the Front row."
"Sous cette bannière, on ne compte plus les morts. On compte ceux qui restent debout.","Sous cette bannière, on ne compte plus les morts. On compte ceux qui restent debout.","Under this banner, we no longer count the dead. We count those still standing."
"Banshee Zombie","Banshee Zombie","Zombie Banshee"
"Arrivée : Silence un serviteur ennemi ciblé jusqu'à la fin du prochain tour adverse.","Arrivée : Silence un serviteur ennemi ciblé jusqu'à la fin du prochain tour adverse.","Arrival: Silence target enemy minion until the end of the next enemy turn."
"Elle hurle sans voix. Ceux qu'elle regarde oublient comment parler.","Elle hurle sans voix. Ceux qu'elle regarde oublient comment parler.","She screams without a voice. Those she looks upon forget how to speak."
"Berserker Infecté","Berserker Infecté","Infected Berserker"
"FRÉNÉSIE, REVENANT
Mort-rage : +3/+0.","FRÉNÉSIE, REVENANT
Mort-rage : +3/+0.","FURY, REVENANT
Death Rage: +3/+0."
"La fièvre l'a tué. Ce qui reste est plus rapide.","La fièvre l'a tué. Ce qui reste est plus rapide.","The fever killed him. What remains is faster."
"Bouclier de Foi","Bouclier de Foi","Faith Shield"
"Donne ÉGIDE à un serviteur Humain allié ciblé jusqu'à la fin du prochain tour adverse.","Donne ÉGIDE à un serviteur Humain allié ciblé jusqu'à la fin du prochain tour adverse.","Give AEGIS to target allied Human minion until the end of the next enemy turn."
"La foi ne rend pas invulnérable. Elle donne juste le temps d'encaisser le premier coup.","La foi ne rend pas invulnérable. Elle donne juste le temps d'encaisser le premier coup.","Faith does not make you invulnerable. It just buys time to absorb the first blow."
"Bouclier de la Foi","Bouclier de la Foi","Shield of Faith"
"Sortilège ennemi : la première fois par tour qu'un sort ennemi affecte un de tes serviteurs, réduit ses dégâts de 2 (minimum 0).","Sortilège ennemi : la première fois par tour qu'un sort ennemi affecte un de tes serviteurs, réduit ses dégâts de 2 (minimum 0).","Enemy spell: the first time each turn an enemy spell affects one of your minions, reduce its damage by 2 (minimum 0)."
"La foi ne comprend pas la magie. Elle n'a pas besoin de la comprendre pour la freiner.","La foi ne comprend pas la magie. Elle n'a pas besoin de la comprendre pour la freiner.","Faith does not understand magic. It does not need to understand it to slow it down."
